cust_id,cust_first_name,cust_last_name,cust_username,cust_password,cust_record_create_date,mag_id,mag_name,mag_cost,mag_record_status,mag_record_create_date,prof_cust_cont_id,prof_phone,prof_zip,prof_state,prof_city,prof_street_address,prof_contact_type,prof_record_update_stamp,prof_record_status,prof_start_date,prof_end_date,sub_id,sub_num_mags_mailed,sub_payment_completed,sub_start_date,sub_end_date,pay_id,pay_amount,pay_type,pay_date,pay_card_num,pay_card_code,pay_record_create_date,category,
260,Barb,Love,S6vb-Barb,1Zqb,2010-07-10,260,scalding-tabby,24.43,0,2021-07-25,260,112-785-6733,31401,GA,Savannah,228 East Huntingdon Street,0,2004-06-23,0,2014-05-07,2008-05-10,260,0,0,2004-09-06,2002-04-19,260,12.67,0,2001-12-15,4556822080944496,0206,2015-01-25,cats,
261,Edwin,Gonzalez,4bgS.j-Edwin,e7F-,2011-11-13,261,mint-date,12.54,0,2015-10-28,261,846-660-0232,21113,MD,Odenton,2142 Colonel Way,0,2017-02-08,0,2017-10-28,2006-03-05,261,12,0,2018-02-28,2010-06-22,261,92.18,0,2010-08-03,4485252641993624,4073,2010-06-25,travel,
262,Jeffrey,Williams,4hP2-Jeffrey,X3ghq4,2017-04-02,262,round-snippet,28.87,0,2019-11-12,262,789-198-4295,94536,CA,Fremont,37675 Fremont Boulevard,0,2015-03-21,0,2003-05-20,2017-09-20,262,8,0,2005-02-22,2004-01-09,262,61.8,0,2011-08-04,4539328026455847,7147,2008-02-28,coding,
263,Jeffrey,Morgan,D4nQ-Jeffrey,Up9V2,2001-12-29,263,honest-newton,20.18,0,2002-03-14,263,949-561-8308,37217,TN,Nashville,517 Glenpark Drive,0,2016-12-26,0,2000-06-16,2003-03-23,263,7,0,2006-10-21,2019-10-16,263,99.1,0,2011-09-15,4916646486215622,3526,2003-02-01,physics_units,
264,Cindy,Sandiford,CoR1s-Cindy,iRJ18B,2014-05-14,264,savory-salsa,26.03,0,2018-09-15,264,906-965-1107,32403,FL,Tyndall Air Force Base,3722 Kisling Loop,0,2000-06-28,0,2016-04-30,2015-06-04,264,1,0,2014-04-12,2015-07-04,264,45.31,0,2019-04-22,4485641759778001,8587,2017-01-05,food,
265,Bess,Rickman,fFNi29-Bess,48W#k(,2006-12-05,265,teal-bazaar,20.19,0,2018-10-18,265,198-025-9846,73069,OK,Norman,122 East Hayes Street,0,2010-03-23,0,2002-12-17,2020-10-14,265,6,0,2015-07-23,2009-07-02,265,10.14,0,2019-11-20,4539970428744292,6504,2012-08-22,shopping,
266,Juan,Norris,iW79-Juan,4wuIA,2015-02-19,266,heartless-stager,29.2,0,2008-05-03,266,109-381-6758,20373,DC,Washington,238 Brookley Avenue Southwest,0,2015-06-01,0,2011-02-15,2001-02-03,266,4,0,2011-10-06,2008-04-05,266,57.13,0,2012-02-13,4716659594308363,2207,2007-02-15,radio,
267,James,Lewis,9BuH-James,8aF<,2002-09-14,267,espressivo-learning,21.13,0,2012-06-18,267,120-226-9508,40217,KY,Louisville,814 Keswick Boulevard,0,2007-05-25,0,2002-07-15,2017-12-25,267,10,0,2010-05-25,2001-10-06,267,48.45,0,2014-11-26,4485247850510788,1478,2020-05-04,corporate,
268,Mitchell,Davidson,BDHt4-Mitchell,GE*1k,2014-01-16,268,internal-raspberry,25.1,0,2003-04-28,268,819-464-4868,21401,MD,Annapolis,992 Sherwood Forest Road,0,2011-09-29,0,2020-06-22,2017-04-29,268,7,0,2008-05-22,2009-08-21,268,85.48,0,2011-12-10,4532678934990310,4304,2017-02-10,fruit,
269,John,Austin,T15pR-John,rxF5X6,2018-12-04,269,jovial-diffraction,14.16,0,2013-05-22,269,657-750-6628,95014,CA,Cupertino,10881 Northforde Drive,0,2011-03-31,0,2003-05-30,2012-12-02,269,14,0,2004-08-15,2002-05-20,269,50.5,0,2011-02-28,4716283024119066,3353,2017-04-26,physics_optics,
270,Marine,Grey,YAbt1?-Marine,6pSq,2014-01-01,270,mode-folio,21.0,0,2009-06-27,270,941-647-7076,94602,CA,Oakland,2732 Humboldt Avenue,0,2010-05-28,0,2012-03-31,2001-01-02,270,15,0,2010-04-29,2001-12-18,270,68.55,0,2018-10-03,4539567574984027,4267,2010-01-05,design,
271,Myrtle,Harris,Nsx4-Myrtle,hKy6,2011-04-19,271,faded-road,19.8,0,2000-05-31,271,643-609-3714,94534,CA,Fairfield,3388 Thomasson Lane,0,2009-04-01,0,2020-09-17,2016-01-23,271,7,0,2006-03-02,2012-06-12,271,22.0,0,2009-10-21,4916191680655570,0527,2007-06-09,infrastructure,
272,Pamela,Russell,s0Qv-Pamela,ZyQ2,2016-02-05,272,zesty-scene,20.07,0,2014-11-09,272,143-025-5270,01876,MA,Tewksbury,41 Fairway Drive,0,2002-04-21,0,2007-05-23,2012-11-01,272,12,0,2010-06-23,2005-04-21,272,40.5,0,2019-06-06,4485929103329435,8771,2004-10-10,3d_graphics,
273,Louis,Hunsberger,ihQ6(H-Louis,jf1X,2009-06-23,273,furious-dragster,23.97,0,2019-11-28,273,757-061-1707,31405,GA,Savannah,109 East 64th Street,0,2017-05-01,0,2006-07-19,2007-09-19,273,13,0,2004-01-12,2005-09-17,273,82.28,0,2009-06-06,4916651543614767,8160,2003-04-21,automobiles,
274,Esther,Boulware,o0RB-Esther,y7-^Z,2012-12-29,274,iron-monitor,19.57,0,2012-06-18,274,245-599-7435,85306,AZ,Glendale,5549 West Hearn Road,0,2015-10-13,0,2004-08-14,2004-06-13,274,16,0,2011-04-08,2001-12-02,274,69.85,0,2008-01-01,4532981154743710,5720,2018-10-06,apex_predators,
275,Dale,Silva,7Odt-Dale,i4yX=,2021-04-17,275,universal-landform,26.55,0,2017-09-12,275,750-971-8691,01331,MA,Athol,68 Hampstead Place,0,2002-02-23,0,2016-03-25,2003-11-07,275,17,0,2010-02-22,2008-02-03,275,20.21,0,2000-08-26,4485688734750951,7862,2019-07-06,geography,
276,Mary,Ratliff,3sT?dq-Mary,2Wd-,2005-05-25,276,emerald-current,12.37,0,2018-01-25,276,643-700-7697,73109,OK,Oklahoma City,1236 Southwest 49th Street,0,2008-04-25,0,2015-11-27,2012-06-14,276,4,0,2001-03-29,2001-10-24,276,42.58,0,2013-08-03,4539728572033460,5181,2018-11-08,physics,
277,Peggy,Morgan,s1iF-Peggy,r=P4,2006-02-26,277,heartless-chronology,21.07,0,2009-03-01,277,899-760-1434,96161,CA,Truckee,12156 Oslo Drive,0,2010-03-31,0,2013-02-28,2007-07-10,277,19,0,2015-12-26,2010-03-01,277,13.21,0,2001-09-06,4716017106926489,3726,2011-01-08,history,
278,Teresa,Fornes,+9Gd-Teresa,q^5Gl,2015-04-10,278,exhaustive-shares,23.05,0,2001-12-23,278,069-295-8747,20018,DC,Washington,3194 Bladensburg Road Northeast,0,2010-10-03,0,2008-10-25,2010-09-21,278,20,0,2004-06-12,2002-12-01,278,74.15,0,2014-02-13,4556679926059735,7331,2020-08-28,accounting,
279,Cindy,Dugat,gl4hO6-Cindy,v+I1u,2004-09-20,279,randomized-trainer,18.25,0,2016-11-17,279,603-524-1483,40210,KY,Louisville,1822 Dixdale Avenue,0,2019-06-18,0,2004-08-18,2009-07-24,279,19,0,2004-04-10,2007-06-05,279,94.51,0,2019-06-23,4929179578219992,0048,2001-06-17,corporate_job,
280,Marjorie,Ledesma,-Ht6-Marjorie,QhNt2,2006-08-13,280,wooden-extraction,12.09,0,2017-01-08,280,090-692-2061,94536,CA,Fremont,145 Grau Drive,0,2015-04-23,0,2020-01-29,2000-04-05,280,14,0,2000-05-30,2017-02-22,280,64.59,0,2019-08-30,4556592178374589,7564,2004-08-12,military_army,
281,Alisha,Stewart,3KBzq-Alisha,hrQ26,2002-11-18,281,quick-havarti,25.78,0,2003-12-19,281,202-498-7878,06340,CT,Groton,37 Fieldside Drive,0,2012-10-29,0,2018-07-14,2010-04-29,281,1,0,2013-07-19,2018-11-18,281,33.61,0,2001-11-24,4929471724014173,4261,2005-11-18,cheese,
282,Jonathan,Chen,Yj91-Jonathan,apXM0,2008-02-02,282,salmon-juniper,23.5,0,2017-06-30,282,102-271-3234,94610,CA,Piedmont,238 La Salle Avenue,0,2007-11-03,0,2002-04-19,2004-03-03,282,2,0,2016-02-12,2003-03-08,282,60.37,0,2015-06-03,4929007718473148,2076,2014-12-24,plants,
283,Reuben,Gonzales,z09M-Reuben,M?EbT7,2007-02-23,283,meek-powerset,27.74,0,2002-11-20,283,320-237-9976,72703,AR,Fayetteville,2278 North Windswept Lane,0,2006-07-13,0,2010-02-26,2013-08-09,283,1,0,2008-02-03,2020-11-28,283,19.38,0,2012-05-29,4024007152079496,6024,2008-12-03,set_theory,
284,Kristy,Allison,5Jaf-Kristy,lG3V,2018-04-12,284,navy-condenser,15.92,0,2009-01-23,284,056-182-7196,80005,CO,Arvada,14358 West 88th Place,0,2021-08-09,0,2017-04-11,2018-07-31,284,6,0,2002-10-19,2007-10-13,284,76.32,0,2016-02-12,4539846228967343,0856,2015-08-19,car_parts,
285,Enrique,Littleton,<%Ogd1-Enrique,)8^Iv8,2008-05-12,285,forward-hadron,22.48,0,2017-10-20,285,373-227-6508,40245,KY,Louisville,2917 Danzig Place,0,2000-11-10,0,2010-01-06,2010-01-16,285,10,0,2016-12-20,2021-12-23,285,41.87,0,2013-09-21,4716108308839859,5380,2018-08-17,astronomy,
286,Rosa,Walsh,vuD8-Rosa,0rjw0Z,2014-08-13,286,knurled-gable,15.95,0,2006-06-11,286,065-097-0182,73072,OK,Norman,405 Flint Ridge Court,0,2014-02-20,0,2012-05-01,2016-07-06,286,5,0,2017-09-17,2009-09-06,286,73.98,0,2008-04-01,4539715359079477,5860,2018-08-21,construction,
287,Desiree,Spencer,6eB.-Desiree,a8PJ,2018-01-17,287,chartreuse-onion,21.58,0,2000-07-01,287,331-120-0713,31322,GA,Pooler,4 Chamois Court,0,2004-05-06,0,2012-05-07,2009-12-31,287,3,0,2015-03-22,2014-05-01,287,94.24,0,2009-12-01,4485006533253699,7066,2011-11-07,condiments,
288,Lavonne,Dickerson,rXEu0-Lavonne,OKb58y,2011-12-14,288,little-scattering,13.78,0,2011-06-14,288,740-934-4070,21037,MD,Edgewater,3579 2nd Avenue,0,2009-11-16,0,2001-03-22,2000-06-27,288,7,0,2012-01-14,2020-12-28,288,51.85,0,2012-02-15,4916173073543001,2876,2018-07-30,physics_optics,
289,Pamela,Butler,1PecF-Pamela,16yL3,2003-10-16,289,trusting-swim,18.35,0,2004-12-04,289,254-449-0839,73071,OK,Norman,433 Keith Street,0,2018-05-23,0,2004-04-03,2016-06-29,289,12,0,2011-06-02,2005-02-06,289,13.7,0,2010-12-21,4532334782969390,2883,2004-10-09,sports,
290,Mitchell,Soares,O?27nt-Mitchell,5uTQ32,2019-12-14,290,magnetic-wave,23.09,0,2012-07-04,290,227-485-2273,94568,CA,Dublin,4936 Sequoia Avenue,0,2006-05-03,0,2018-10-20,2020-07-10,290,12,0,2002-03-29,2003-08-01,290,75.53,0,2020-05-31,4532006989329764,3345,2005-10-19,physics,
291,Doris,Jones,pPI0-Doris,4G6j,2017-12-27,291,gray-skill,24.41,0,2018-03-08,291,184-743-1987,21225,MD,Baltimore,5224 Wasena Avenue,0,2012-03-11,0,2003-02-19,2008-05-21,291,3,0,2020-06-05,2014-12-12,291,60.18,0,2010-09-15,4716021210058452,7008,2007-04-30,gaming,
292,Jacqueline,Pittman,n2V#H-Jacqueline,Ofu410,2001-05-26,292,full-parallax,23.85,0,2020-09-22,292,908-177-5390,37204,TN,Nashville,1123 Glenwood Avenue,0,2015-10-20,0,2001-01-16,2002-09-09,292,4,0,2021-02-14,2005-04-24,292,24.43,0,2000-03-31,4024007181696583,1113,2000-04-21,astronomy,
293,Harold,Ruiz,9NqP-Harold,FnU5oc,2014-12-02,293,gravitational-plate,19.59,0,2018-01-24,293,498-966-7586,05079,VT,Vershire,6460 Vermont 113,0,2010-06-21,0,2016-03-10,2007-03-26,293,12,0,2007-09-21,2013-08-16,293,12.86,0,2008-01-19,4485663559714200,7888,2018-04-21,food,
294,Dixie,Allen,OZ*a2-Dixie,xGg0,2013-06-21,294,hasty-liability,10.82,0,2003-09-22,294,275-442-1936,32413,FL,Panama City Beach,17878 Front Beach Road,0,2019-01-24,0,2011-09-19,2007-11-10,294,15,0,2014-07-26,2008-11-15,294,57.34,0,2012-06-12,4539534399907385,8520,2015-04-30,accounting,
295,Heather,Vogt,V16L0g-Heather,3L<Cg1,2018-09-06,295,charitable-hour,14.08,0,2009-11-17,295,125-892-1281,40211,KY,Louisville,2728 Hale Avenue,0,2008-01-02,0,2021-11-06,2001-04-25,295,7,0,2021-12-20,2011-06-01,295,64.22,0,2007-03-15,4688632630020858,6711,2012-11-17,radio,
296,Jessica,Kim,6Yx+0o-Jessica,h92E,2020-06-26,296,piercing-truck,22.78,0,2011-08-15,296,140-576-3868,40118,KY,Louisville,8801 Rosshire Drive,0,2010-01-12,0,2014-01-01,2020-08-26,296,6,0,2001-10-18,2017-12-06,296,54.89,0,2016-01-13,4556579871146935,8354,2014-04-28,automobiles,
297,John,Jordan,NmWy2-John,KQx8,2016-04-19,297,aged-filament,24.97,0,2002-12-04,297,558-212-2672,32456,FL,Mexico Beach,1814 US Highway 98,0,2005-12-25,0,2007-11-19,2000-06-18,297,4,0,2005-09-04,2019-07-25,297,16.63,0,2010-05-24,4532276404342862,5871,2007-10-20,3d_printing,
298,Beulah,Richards,C9a%^v-Beulah,J*3$Nh,2005-12-11,298,descriptive-xylophone,28.03,0,2000-10-07,298,249-532-3708,37211,TN,Nashville,913 Fallview Trail,0,2008-03-29,0,2002-02-09,2001-10-24,298,6,0,2019-04-28,2020-11-25,298,22.62,0,2014-01-29,4485647377095371,1727,2012-05-27,music_instruments,
299,Betty,Robbins,-C9Kbi-Betty,kY1Sxu,2013-06-25,299,rowdy-leopard,13.4,0,2007-10-02,299,124-860-9683,99504,AK,Anchorage,8101 Northwind Avenue,0,2008-01-21,0,2019-07-25,2017-10-11,299,18,0,2013-02-25,2010-07-26,299,66.55,0,2011-01-16,4929404334137696,7513,2020-06-14,apex_predators,
300,Willie,Barnes,6LSaG-Willie,cD>6u,2020-10-26,300,radiant-squircle,17.1,0,2015-04-10,300,527-959-6802,72701,AR,Fayetteville,4695 East Huntsville Road,0,2005-05-02,0,2006-08-02,2006-04-17,300,4,0,2015-05-12,2002-10-08,300,26.06,0,2012-10-06,4009888396067333,6138,2005-12-28,design,
301,Harvey,Najera,nAMZ5-Harvey,1kTen,2007-09-25,301,allegro-producer,12.27,0,2011-01-16,301,795-463-0177,40218,KY,Louisville,5300 Robinwood Road,0,2015-12-09,0,2004-06-25,2014-02-27,301,14,0,2003-01-29,2011-11-05,301,27.27,0,2008-11-21,4539264616074070,3625,2011-02-01,filmmaking,
302,James,Cooper,.LpG0-James,2IWq,2000-09-07,302,muffled-roof,24.74,0,2010-08-11,302,531-202-9008,02151,MA,Revere,98 Lincoln Street,0,2003-03-25,0,2003-10-31,2004-02-08,302,11,0,2020-12-06,2004-11-02,302,66.43,0,2010-08-04,4197810902896544,2152,2004-05-25,construction,
303,Jody,Marshall,+1SgFP-Jody,3E%lm,2000-02-06,303,principal-truck,11.57,0,2016-07-13,303,902-606-9009,20003,DC,Washington,1427 South Carolina Avenue Southeast,0,2015-05-16,0,2010-02-15,2019-06-25,303,20,0,2019-12-17,2014-05-14,303,81.98,0,2014-10-23,4929760202314059,4824,2001-01-14,automobiles,
304,Tiffiny,Webber,3HNg18-Tiffiny,ujP1,2016-04-22,304,light-identity,22.05,0,2004-06-09,304,615-827-7951,32404,FL,Panama City,1416 Ridgewood Avenue,0,2014-11-10,0,2018-09-18,2004-03-11,304,12,0,2015-10-03,2004-10-20,304,13.0,0,2010-02-01,4716505452208775,1756,2010-12-09,linear_algebra,
305,Stephen,Cornish,qZ9v-Stephen,6_g0bT,2006-05-19,305,recent-amplitude,13.76,0,2006-04-21,305,383-183-8234,20010,DC,Washington,3728 9th Street Northwest,0,2006-04-30,0,2012-10-14,2010-01-16,305,14,0,2016-01-28,2005-06-12,305,26.74,0,2006-06-14,4532520533957706,7001,2004-10-18,physics_waves,
306,Thomas,Hall,csK9-Thomas,>bL0Vn,2012-08-21,306,violet-canal,20.88,0,2001-07-05,306,926-879-3083,05075,VT,Thetford,398 Gove Hill Road,0,2021-03-12,0,2007-03-08,2014-12-21,306,3,0,2013-01-25,2010-09-20,306,32.98,0,2008-07-11,4556899542147850,0786,2020-03-10,infrastructure,
307,John,Dorf,u1WD-John,7HUt,2002-03-16,307,gold-source,18.97,0,2007-01-31,307,910-677-1958,21144,MD,Severn,7728 Twin Oaks Road,0,2011-05-18,0,2007-01-07,2005-02-16,307,1,0,2004-08-26,2019-01-29,307,89.18,0,2008-02-16,4737494799405243,0283,2012-12-19,web_development,
308,Carolyn,Mcdonnell,!lag1S-Carolyn,LcT24,2013-02-28,308,rigid-date,29.49,0,2017-02-15,308,401-860-0287,32401,FL,Panama City,234 East Beach Drive,0,2018-05-01,0,2006-07-04,2016-08-26,308,4,0,2013-10-13,2011-03-20,308,74.33,0,2020-06-13,4929154434596024,0652,2001-05-26,history,
309,Linda,Sibley,G6v6-Linda,fzL2,2006-11-24,309,equilateral-decibel,20.88,0,2009-07-16,309,480-145-2585,37221,TN,Nashville,7405 River Park Drive,0,2021-05-02,0,2010-03-28,2012-12-11,309,19,0,2005-04-27,2009-11-30,309,29.5,0,2011-03-13,4556770200979464,5642,2019-07-25,physics_units,
310,Matthew,Pollock,%0Nn-Matthew,GGzu93,2009-09-24,310,paper-beech,25.81,0,2013-10-31,310,489-714-7596,94544,CA,Hayward,28250 Dickens Avenue,0,2003-06-21,0,2004-04-19,2012-12-16,310,18,0,2016-03-23,2007-06-22,310,46.43,0,2011-08-01,4716944582232316,7444,2012-05-28,wood,
311,Jackie,Cainne,2Ioo-Jackie,33Sphs,2018-06-02,311,lenient-supervisor,21.49,0,2001-06-13,311,436-178-9445,72703,AR,Fayetteville,513 Habberton Road,0,2010-12-15,0,2018-06-03,2012-03-25,311,20,0,2007-03-22,2019-11-01,311,92.85,0,2002-03-09,4485680441401952,5617,2012-04-13,filmmaking,
312,Marisha,Caddick,fgN4&-Marisha,PJr^5,2020-03-27,312,honest-capital,22.43,0,2011-10-31,312,902-380-3423,94579,CA,San Leandro,14347 Corvallis Street,0,2019-07-19,0,2017-12-16,2009-10-03,312,6,0,2005-03-15,2013-01-15,312,83.73,0,2003-06-24,4743375963724489,4684,2002-06-18,accounting,
313,Georgia,Wilson,R9^pD-Georgia,1pzR0,2017-08-05,313,cyclic-chianti,25.13,0,2007-09-22,313,282-076-6851,20020,DC,Washington,2812 Jasper Street Southeast,0,2000-02-09,0,2003-07-06,2014-02-28,313,16,0,2002-01-15,2010-11-22,313,92.58,0,2004-01-27,4916327106037072,6158,2002-11-28,wine,
314,Latasha,Cornelia,2KaR-Latasha,K7tCE4,2020-06-21,314,cheerful-mass,25.64,0,2015-11-02,314,776-775-9320,06040,CT,Manchester,42 Edison Road,0,2010-08-07,0,2011-05-04,2013-11-04,314,0,0,2015-02-23,2016-12-01,314,33.73,0,2002-05-14,4532566637825232,7310,2019-08-14,astronomy,
315,Milton,Sanford,tWfL8-Milton,1B)AnO,2003-10-04,315,deafening-blue,25.41,0,2013-08-09,315,526-877-8373,20001,DC,Washington,1644 New Jersey Avenue Northwest,0,2017-12-09,0,2013-05-22,2013-12-27,315,7,0,2000-04-08,2006-08-19,315,40.85,0,2018-12-17,4929725047881133,7837,2011-11-19,cheese,
316,Sheila,Carrillo,JDg9-Sheila,r2D1,2003-08-30,316,overcast-emrasure,11.3,0,2020-04-12,316,537-080-1139,05443,VT,Stowe,1209 Meehan Road,0,2002-12-11,0,2002-05-29,2012-08-07,316,9,0,2007-11-01,2003-01-25,316,63.75,0,2007-06-26,4916439675340769,2155,2005-02-15,fortifications,
317,Anna,Russell,12iB)-Anna,O0-W*d,2000-07-03,317,average-emrasure,21.52,0,2012-07-24,317,843-322-6687,02155,MA,Medford,190 High Street,0,2010-07-30,0,2001-01-09,2020-11-04,317,20,0,2010-07-29,2018-11-21,317,31.83,0,2014-12-15,4532169947293892,8417,2005-07-13,fortifications,
318,Catherine,Crane,6U#zA-Catherine,Ix6X,2001-03-14,318,boxy-copper,27.92,0,2001-10-06,318,174-316-3969,32405,FL,Panama City,1607 Louisiana Avenue,0,2012-05-31,0,2014-04-20,2011-11-21,318,19,0,2011-08-06,2001-11-09,318,22.68,0,2009-05-31,4181509241927048,6554,2009-08-10,metals,
319,Janet,Halcomb,8cNm-Janet,ZJZ9x,2003-09-11,319,null-angler,15.25,0,2009-07-20,319,307-825-2627,35115,AL,Montevallo,65 Jones Lane,0,2005-11-11,0,2007-03-01,2014-03-06,319,1,0,2006-03-14,2014-06-08,319,82.61,0,2007-12-06,4539960675362880,6405,2005-02-07,fish,
320,Duane,Melendez,Qla9B>-Duane,<bM5,2013-01-04,320,warm-radiation,10.84,0,2012-10-03,320,930-533-3195,06040,CT,Manchester,154 Lyness Street,0,2003-05-26,0,2005-11-08,2013-12-20,320,10,0,2014-02-08,2016-03-18,320,50.25,0,2011-11-09,4556698593864052,6007,2006-08-29,chemistry,
321,Joey,Steward,3vxF-Joey,h5Z_=K,2008-12-21,321,hot-prism,20.87,0,2000-03-06,321,741-151-5731,31419,GA,Savannah,926 Mill Court,0,2011-07-11,0,2009-06-21,2018-07-06,321,15,0,2006-01-03,2015-11-23,321,48.6,0,2011-10-27,4916564880984281,2364,2018-04-29,geometry,
322,Craig,Torres,47Ep-Craig,x4<iZ,2013-05-02,322,simple-record,26.74,0,2019-12-02,322,889-793-1827,85308,AZ,Glendale,6653 West Rose Garden Lane,0,2009-06-27,0,2013-11-12,2012-03-28,322,12,0,2019-09-09,2011-12-09,322,36.3,0,2016-04-29,4024007170291800,0560,2004-01-07,data_structures,
323,Joseph,Hill,a7+EFD-Joseph,2pBf,2002-01-12,323,salty-watch,26.37,0,2005-10-01,323,552-176-0036,32404,FL,Panama City,4035 East 8th Street,0,2010-12-11,0,2002-08-05,2010-05-29,323,12,0,2002-09-30,2005-01-26,323,91.19,0,2020-04-12,4716491070271612,7600,2010-11-28,military_navy,
324,Kimberly,Renick,0UJo-Kimberly,#6Ad*P,2014-07-14,324,fat-burrito,26.56,0,2014-08-18,324,775-781-2045,32404,FL,Panama City,269 Hugh Thomas Drive,0,2005-08-18,0,2019-12-09,2006-02-15,324,12,0,2000-09-26,2011-01-08,324,70.3,0,2009-11-12,4916081618177567,7660,2010-10-15,fast_food,
325,Elizabeth,Kennedy,3jKM9-Elizabeth,Zh3hU,2004-11-12,325,linear-roadway,24.55,0,2012-07-12,325,583-165-5817,36105,AL,Montgomery,4339 Oak Street,0,2002-09-02,0,2019-09-03,2010-12-14,325,12,0,2018-07-06,2010-07-14,325,37.82,0,2018-01-08,4024007144482584,0410,2018-05-16,driving,
326,Christine,King,FW7te-Christine,N2kYPw,2017-06-05,326,iron-plot,21.64,0,2018-02-04,326,291-903-2294,21146,MD,Severna Park,12 Saint Andrews Crossover,0,2005-09-09,0,2003-04-24,2010-03-22,326,7,0,2016-06-01,2013-11-02,326,12.06,0,2017-10-18,4716783391032123,3004,2016-12-21,filmmaking,
327,Amy,Starr,S04Of-Amy,fpD8,2009-10-17,327,sluggish-graphite,15.31,0,2005-11-02,327,814-620-3278,85301,AZ,Glendale,5740 North 59th Avenue,0,2007-02-26,0,2001-04-03,2020-02-02,327,3,0,2017-09-30,2020-03-30,327,97.31,0,2001-08-23,4532475798303486,8224,2009-07-19,minerals,
328,Kelli,Helmus,KA1d-Kelli,d5T%3,2015-12-22,328,claret-wireframe,25.43,0,2014-12-18,328,603-960-2311,72701,AR,Fayetteville,501 West Maple Street,0,2003-07-13,0,2001-11-10,2004-11-13,328,0,0,2016-12-16,2015-05-19,328,25.33,0,2003-02-17,4716115224021975,5177,2008-04-12,startups,
329,Russell,Klemm,8vDy-Russell,y4Z9,2007-12-04,329,descriptive-partition,28.08,0,2015-12-16,329,798-724-1896,36117,AL,Montgomery,9436 Briarlea Court,0,2000-03-26,0,2003-11-12,2020-11-09,329,10,0,2003-07-31,2008-06-15,329,76.38,0,2013-07-31,4556605888979545,1101,2013-06-13,set_theory,
330,Heather,Jacques,6uC6-Heather,1oD&,2019-03-23,330,mean-gin,29.14,0,2006-07-27,330,282-364-1910,32401,FL,Panama City,1429 Harrison Avenue,0,2008-12-21,0,2009-05-16,2004-12-17,330,10,0,2005-07-16,2008-04-27,330,55.39,0,2019-12-10,4556090692640429,3822,2002-12-25,spirits,
331,Travis,Smith,5wFw-Travis,94rG,2013-05-02,331,obliging-acceleration,19.53,0,2012-12-01,331,352-197-7073,95928,CA,Chico,3 Carson Street,0,2001-01-05,0,2001-06-30,2020-03-05,331,12,0,2016-09-30,2016-11-21,331,70.37,0,2010-10-21,4757043359946685,1344,2017-06-26,physics,
332,Janet,Mcnurlen,MM9qbQ-Janet,FLk4,2004-04-15,332,raw-number,16.15,0,2021-03-21,332,626-761-6239,99502,AK,Anchorage,3720 West 86th Avenue,0,2008-02-01,0,2017-05-09,2014-10-03,332,20,0,2015-10-16,2014-02-28,332,66.32,0,2018-01-01,4485243454076441,0784,2001-01-04,phones,
333,Pauletta,Laue,hPVm3-Pauletta,V+S8x>,2002-09-09,333,direct-bengal,10.69,0,2021-10-17,333,237-055-2769,21144,MD,Severn,8726 Downey Road,0,2006-03-01,0,2021-01-14,2008-12-15,333,12,0,2018-03-06,2018-05-14,333,25.82,0,2006-08-17,4916355350841196,1627,2019-02-22,cats,
334,Brandon,Dinapoli,6Av6rf-Brandon,fNx5Z,2002-07-07,334,seething-buoy,19.4,0,2008-09-08,334,716-972-1948,73072,OK,Norman,405 Flint Ridge Court,0,2021-10-16,0,2016-11-26,2000-02-22,334,6,0,2010-02-19,2014-10-11,334,27.51,0,2006-01-24,4716970474078475,1265,2019-01-18,military_navy,
335,Andrew,Lopez,5fRWr-Andrew,DjhSR5,2011-09-17,335,muted-van,16.39,0,2021-04-14,335,643-200-1150,32404,FL,Panama City,702 Plantation Circle,0,2020-10-20,0,2011-01-23,2011-07-29,335,2,0,2001-04-26,2002-04-30,335,60.7,0,2013-05-20,4539548094604253,6641,2004-09-04,automobiles,
336,Darrin,Mccarley,eKt5-Darrin,Qi!5<,2013-07-19,336,plain-cream,17.17,0,2021-07-24,336,950-566-9515,20016,DC,Washington,4511 43rd Place Northwest,0,2021-06-14,0,2006-03-17,2001-09-03,336,17,0,2008-06-07,2021-07-22,336,62.57,0,2005-09-15,4916125202506341,0354,2017-01-03,food,
337,Charles,Ross,tInVo5-Charles,1elQ1e,2000-04-24,337,shabby-bismuth,10.12,0,2006-09-11,337,605-718-4300,85205,AZ,Mesa,1865 North Higley Road,0,2007-10-02,0,2000-11-06,2018-01-26,337,15,0,2007-11-25,2019-09-23,337,12.99,0,2005-10-06,4024007179831077,7548,2001-02-28,minerals,
338,Paul,Guiles,Ks0P-Paul,VDj3,2003-03-15,338,rude-halo,23.81,0,2009-04-05,338,606-410-8525,40213,KY,Louisville,3118 Sora Avenue,0,2003-09-29,0,2019-06-03,2009-08-27,338,18,0,2017-12-19,2001-10-02,338,61.81,0,2015-07-29,4556006112202012,0546,2009-05-13,astronomy,
339,Thomas,Stupak,=lr8Hl-Thomas,PfM3Nr,2013-09-04,339,relative-birch,23.23,0,2019-07-06,339,592-852-8820,21060,MD,Glen Burnie,8041 Elton Street,0,2012-01-11,0,2013-05-11,2015-06-14,339,16,0,2010-02-01,2012-06-20,339,49.55,0,2008-01-06,4532775551534627,4314,2016-04-08,wood,
